P_ID,ITEM_ID,BRAND,RATING,MODEL_ATTR,JOINS
P595,Camera & Photo,Olympus,3,Female,595
P596,Camera & Photo,Sony,5,Female,596
P597,Camera & Photo,Kodak,5,Female&Male,597
P598,Camera & Photo,Olympus,4,Female,598
P599,Camera & Photo,Sony,3,Female&Male,599
P600,Camera & Photo,JVC,4,Female,600
P601,Camera & Photo,Kodak,3,Female&Male,601
P602,Camera & Photo,Sony,4,Female,602
P603,Camera & Photo,Olympus,5,Female,603
P604,Camera & Photo,Sony,4,Female&Male,604
P605,Camera & Photo,Sony,5,Male,605
P606,Camera & Photo,Kodak,5,Female&Male,606
P607,Camera & Photo,Sony,5,Female,607
P608,Camera & Photo,Kodak,5,Female&Male,608
P609,Camera & Photo,Sony,5,Female,609
P610,Camera & Photo,Sony,5,Female,610
P611,Camera & Photo,Sony,5,Female,611
P612,Camera & Photo,Sony,5,Female,612
P613,Camera & Photo,Sony,5,Male,613
P614,Camera & Photo,Sony,5,Female,614
P615,Camera & Photo,Sony,5,Female,615
P616,Camera & Photo,Sony,5,Female,616
P617,Camera & Photo,Olympus,5,Female,617
P618,Camera & Photo,Sony,5,Female,618
P619,Camera & Photo,Kodak,2,Female&Male,619
P620,Camera & Photo,Canon,5,Female,620
P621,Camera & Photo,Sony,5,Female,621
P622,Camera & Photo,Sony,4,Female,622
P623,Camera & Photo,Olympus,5,Female,623
P624,Camera & Photo,Sony,4,Female,624
P625,Camera & Photo,Canon,5,Female,625
P626,Camera & Photo,Kodak,2,Female&Male,626
P627,Camera & Photo,Sony,3,Female&Male,627
P628,Camera & Photo,Sony,5,Female,628
P629,Camera & Photo,Olympus,5,Female,629
P630,Camera & Photo,Sony,5,Female,630
P631,Camera & Photo,Panasonic,4,Female,631
P632,Camera & Photo,Canon,4,Female,632
P633,Camera & Photo,Kodak,3,Female&Male,633
P634,Camera & Photo,Olympus,3,Female,634
P635,Camera & Photo,Sony,5,Male,635
P636,Camera & Photo,Sony,5,Female,636
P637,Camera & Photo,Olympus,5,Female,637
P638,Camera & Photo,Sony,5,Female,638
P639,Computers & Accessories,Toshiba,4,Female,639
P640,Computers & Accessories,Logitech,1,Female&Male,640
P641,Camera & Photo,Sony,5,Female,641
P642,Camera & Photo,Olympus,3,Female,642
P643,Camera & Photo,Olympus,3,Female,643
P644,Camera & Photo,Canon,1,Female,644
P645,Camera & Photo,Olympus,2,Female,645
P646,Camera & Photo,Kodak,1,Female&Male,646
P647,Camera & Photo,Olympus,5,Female,647
P648,Camera & Photo,Kodak,5,Female&Male,648
P649,Camera & Photo,Sony,5,Female,649
P650,Camera & Photo,Sony,5,Female,650
P651,Camera & Photo,JVC,3,Female,651
P652,Camera & Photo,Kodak,5,Female&Male,652
P653,Camera & Photo,Sony,5,Female,653
P654,Camera & Photo,JVC,5,Female,654
P655,Camera & Photo,Panasonic,3,Female,655
P656,Computers & Accessories,Logitech,1,Female&Male,656
P657,Camera & Photo,Sony,5,Female,657
P658,Computers & Accessories,HP,4,Female,658
P659,Camera & Photo,Sony,5,Female,659
P660,Camera & Photo,Sony,5,Female&Male,660
P661,Camera & Photo,Canon,5,Female,661
P662,Camera & Photo,Sony,5,Female,662
P663,Camera & Photo,Olympus,5,Female,663
P664,Camera & Photo,Kodak,1,Female&Male,664
P665,Camera & Photo,Sony,1,Female,665
P666,Camera & Photo,JVC,3,Female,666
P667,Camera & Photo,Sony,3,Female,667
P668,Television & Video,Toshiba,5,Male,668
P669,Camera & Photo,Canon,5,Female,669
P670,Camera & Photo,Canon,5,Female,670
P671,Camera & Photo,Canon,4,Female,671
P672,Camera & Photo,Sony,5,Female&Male,672
P673,Camera & Photo,Sony,4,Male,673
P674,Camera & Photo,Canon,4,Female,674
P675,Camera & Photo,JVC,1,Female,675
P676,Camera & Photo,JVC,5,Female,676
P677,Camera & Photo,Sony,5,Female,677
P678,Camera & Photo,Sony,5,Female,678
P679,Camera & Photo,Canon,5,Female,679
P680,Camera & Photo,Olympus,5,Female,680
P681,Camera & Photo,Kodak,5,Female&Male,681
P682,Camera & Photo,Sony,5,Female,682
P683,Camera & Photo,Sony,5,Female,683
P684,Computers & Accessories,Toshiba,1,Female,684
P685,Camera & Photo,Sony,5,Female,685
P686,Camera & Photo,Canon,1,Female,686
P687,Camera & Photo,Canon,5,Female,687
P688,Camera & Photo,Sony,5,Female,688
P689,Computers & Accessories,Logitech,2,Female&Male,689
P690,Camera & Photo,Canon,4,Female,690
P691,Camera & Photo,Polaroid,5,Female&Male,691
P692,Camera & Photo,Sony,5,Female,692
P693,Camera & Photo,Canon,5,Female,693
P694,Camera & Photo,Canon,5,Female,694
P695,Camera & Photo,Sony,5,Female,695
P696,Camera & Photo,Panasonic,5,Male,696
P697,Camera & Photo,Kodak,4,Female&Male,697
P698,Camera & Photo,Sony,5,Female,698
P699,Camera & Photo,Sony,4,Male,699
P700,Camera & Photo,Nikon,4,Female,700
P701,Camera & Photo,Olympus,4,Female,701
P702,Camera & Photo,Kodak,2,Female,702
P703,Computers & Accessories,Logitech,1,Female&Male,703
P704,Camera & Photo,Sony,5,Female,704
P705,Camera & Photo,Sony,5,Female,705
P706,Camera & Photo,Sony,4,Female,706
P707,Camera & Photo,Canon,3,Female,707
P708,Camera & Photo,Kodak,3,Female&Male,708
P709,Camera & Photo,Toshiba,5,Female,709
P710,Camera & Photo,Sony,5,Female&Male,710
P711,Camera & Photo,Canon,5,Female,711
P712,Camera & Photo,Sony,1,Female,712
P713,Camera & Photo,Sony,5,Female,713
P714,Camera & Photo,Sony,5,Male,714
P715,Camera & Photo,Canon,5,Female,715
P716,Camera & Photo,Canon,5,Female,716
P717,Camera & Photo,Sony,2,Male,717
P718,Camera & Photo,Canon,5,Female,718
P719,Camera & Photo,Canon,3,Female,719
P720,Camera & Photo,Sony,5,Female,720
P721,Camera & Photo,Kodak,3,Female&Male,721
P722,Camera & Photo,Sony,4,Female,722
P723,Camera & Photo,Olympus,4,Female,723
P724,Camera & Photo,Canon,5,Female,724
P725,Camera & Photo,Olympus,4,Female,725
P726,Camera & Photo,Canon,5,Female,726
P727,Camera & Photo,Sony,5,Female,727
P728,Camera & Photo,Sony,4,Male,728
P729,Camera & Photo,JVC,2,Female,729
P730,Camera & Photo,Olympus,4,Female,730
P731,Camera & Photo,Sony,4,Male,731
P732,Camera & Photo,Polaroid,5,Male,732
P733,Camera & Photo,Olympus,3,Female,733
P734,Camera & Photo,Canon,4,Female,734
P735,Camera & Photo,Sony,5,Male,735
P736,Camera & Photo,Olympus,5,Female,736
P737,Camera & Photo,Sony,5,Female,737
P738,Camera & Photo,JVC,1,Female,738
P739,Camera & Photo,Polaroid,4,Male,739
P740,Camera & Photo,Sony,1,Female,740
P741,Camera & Photo,Sony,1,Female,741
P742,Camera & Photo,Canon,5,Female,742
P743,Computers & Accessories,Toshiba,5,Female,743
P744,Camera & Photo,Toshiba,5,Female,744
P745,Camera & Photo,Sony,5,Female,745
P746,Camera & Photo,Olympus,5,Female,746
P747,Camera & Photo,JVC,4,Female,747
P748,Camera & Photo,Olympus,4,Female,748
P749,Camera & Photo,Sony,5,Male,749
P750,Camera & Photo,Canon,5,Female,750
P751,Accessories & Supplies,Etre Jeune,4,Female&Male,751
P752,Camera & Photo,Canon,5,Female,752
P753,Camera & Photo,Sony,5,Female,753
P754,Camera & Photo,JVC,2,Female,754
P755,Camera & Photo,Canon,3,Female,755
P756,Camera & Photo,Sony,4,Female,756
P757,Camera & Photo,Canon,5,Female,757
P758,Camera & Photo,Sony,3,Female,758
P759,Camera & Photo,Sony,4,Female,759
P760,Camera & Photo,Sony,5,Female,760
P761,Camera & Photo,JVC,4,Female,761
P762,Computers & Accessories,Linksys,4,Female,762
P763,Camera & Photo,Canon,5,Female,763
P764,Camera & Photo,Canon,5,Female,764
P765,Computers & Accessories,Linksys,4,Female,765
P766,Computers & Accessories,Linksys,4,Female,766
P767,Computers & Accessories,Linksys,5,Female&Male,767
P768,Computers & Accessories,Linksys,5,Female&Male,768
P769,Computers & Accessories,Logitech,4,Female&Male,769
P770,Computers & Accessories,Linksys,5,Female&Male,770
P771,Computers & Accessories,Linksys,5,Female&Male,771
P772,Camera & Photo,Canon,5,Female,772
P773,Camera & Photo,Kodak,3,Female&Male,773
P774,Camera & Photo,Canon,5,Female,774
P775,Computers & Accessories,Linksys,5,Female&Male,775
P776,Computers & Accessories,Linksys,1,Female&Male,776
P777,Camera & Photo,Canon,5,Female,777
P778,Computers & Accessories,Logitech,1,Female&Male,778
P779,Camera & Photo,Canon,5,Female,779
P780,Camera & Photo,Canon,5,Female,780
P781,Computers & Accessories,Linksys,3,Female&Male,781
P782,Camera & Photo,Canon,5,Female,782
P783,Camera & Photo,Canon,4,Female,783
P784,Computers & Accessories,Linksys,2,Female,784
P785,Computers & Accessories,Linksys,1,Female&Male,785
P786,Computers & Accessories,Toshiba,1,Female,786
P787,Computers & Accessories,Linksys,5,Female&Male,787
P788,Camera & Photo,Sony,5,Female,788
P789,Computers & Accessories,Linksys,2,Female&Male,789
P790,Computers & Accessories,Linksys,4,Female&Male,790
P791,Computers & Accessories,Linksys,5,Female,791
P792,Computers & Accessories,Linksys,5,Female,792
P793,Camera & Photo,JVC,2,Female,793
P794,Computers & Accessories,Linksys,2,Female&Male,794
P795,Computers & Accessories,Linksys,1,Female&Male,795
P796,Computers & Accessories,Linksys,2,Female,796
P797,Computers & Accessories,Linksys,5,Female&Male,797
P798,Camera & Photo,Sony,3,Female,798
P799,Camera & Photo,Sony,5,Male,799
P800,Camera & Photo,Sony,5,Female,800
P801,Camera & Photo,Canon,5,Female,801
P802,Computers & Accessories,Linksys,5,Female,802
P803,Camera & Photo,Sony,5,Female,803
P804,Camera & Photo,Sony,2,Female,804
P805,Computers & Accessories,Linksys,1,Female,805
P806,Camera & Photo,Canon,5,Female,806
P807,Camera & Photo,Olympus,4,Female,807
P808,Camera & Photo,Canon,5,Female,808
P809,Computers & Accessories,Linksys,3,Female&Male,809
P810,Computers & Accessories,Logitech,1,Female&Male,810
P811,Camera & Photo,Sony,3,Female,811
P812,Computers & Accessories,Linksys,5,Female&Male,812
P813,Computers & Accessories,Linksys,5,Female&Male,813
P814,Computers & Accessories,Linksys,4,Female&Male,814
P815,Camera & Photo,Canon,5,Female,815
P816,Computers & Accessories,Linksys,4,Female,816
P817,Camera & Photo,Kodak,3,Female&Male,817
P818,Computers & Accessories,Linksys,5,Female&Male,818
P819,Camera & Photo,Sony,5,Female,819
P820,Computers & Accessories,Linksys,4,Female&Male,820
P821,Computers & Accessories,Linksys,3,Female&Male,821
P822,Computers & Accessories,Linksys,4,Female&Male,822
P823,Computers & Accessories,Linksys,1,Female,823
P824,Computers & Accessories,Linksys,1,Female,824
P825,Camera & Photo,Canon,5,Female,825
P826,Camera & Photo,Sony,5,Female,826
P827,Computers & Accessories,Linksys,4,Female,827
P828,Camera & Photo,Canon,4,Female,828
P829,Computers & Accessories,Linksys,5,Female&Male,829
P830,Television & Video,Panasonic,1,Male,830
P831,Camera & Photo,Olympus,5,Female,831
P832,Computers & Accessories,Linksys,1,Female&Male,832
P833,Camera & Photo,Olympus,4,Female,833
P834,Camera & Photo,Canon,5,Female,834
P835,Camera & Photo,Kodak,1,Female,835
P836,Camera & Photo,Canon,5,Female,836
P837,Computers & Accessories,Linksys,1,Female&Male,837
P838,Computers & Accessories,Linksys,5,Female&Male,838
P839,Computers & Accessories,Linksys,5,Female&Male,839
P840,Camera & Photo,Canon,5,Female,840
P841,Computers & Accessories,Linksys,5,Female&Male,841
P842,Computers & Accessories,Linksys,5,Female&Male,842
P843,Computers & Accessories,Linksys,2,Female,843
P844,Camera & Photo,Sony,5,Female,844
P845,Camera & Photo,Sony,5,Female,845
P846,Television & Video,Sony,5,Male,846
P847,Camera & Photo,Canon,5,Female,847
P848,Camera & Photo,Canon,5,Female,848
P849,Computers & Accessories,Linksys,5,Female,849
P850,Computers & Accessories,Linksys,2,Female&Male,850
P851,Camera & Photo,Sony,3,Female,851
P852,Camera & Photo,Canon,5,Female,852
P853,Camera & Photo,Canon,5,Female,853
P854,Camera & Photo,Sony,5,Female&Male,854
P855,Camera & Photo,Sony,5,Female,855
P856,Camera & Photo,Sony,1,Female,856
P857,Computers & Accessories,Linksys,5,Female&Male,857
P858,Computers & Accessories,Linksys,1,Female,858
P859,Camera & Photo,Sony,5,Female,859
P860,Camera & Photo,Sony,5,Female,860
P861,Computers & Accessories,Linksys,5,Female,861
P862,Computers & Accessories,HP,5,Female,862
P863,Camera & Photo,Sony,4,Female,863
P864,Camera & Photo,Canon,1,Female,864
P865,Camera & Photo,Canon,5,Female,865
P866,Camera & Photo,JVC,5,Female,866
P867,Camera & Photo,Canon,5,Male,867
P868,Computers & Accessories,Linksys,5,Female&Male,868
P869,Camera & Photo,Olympus,4,Female,869
P870,Camera & Photo,Sony,5,Female,870
P871,Computers & Accessories,Linksys,1,Female&Male,871
P872,Computers & Accessories,Logitech,1,Female&Male,872
P873,Computers & Accessories,Linksys,3,Female&Male,873
P874,Computers & Accessories,Linksys,1,Female,874
P875,Computers & Accessories,Linksys,5,Female,875
P876,Computers & Accessories,Linksys,5,Female,876
P877,Camera & Photo,Sony,5,Female,877
P878,Computers & Accessories,Sony,5,Female,878
P879,Computers & Accessories,Linksys,5,Female&Male,879
P880,Computers & Accessories,Linksys,3,Female&Male,880
P881,Computers & Accessories,Linksys,2,Female&Male,881
P882,Camera & Photo,Sony,5,Female,882
P883,Camera & Photo,Canon,5,Female,883
P884,Camera & Photo,Sony,3,Male,884
P885,Computers & Accessories,Linksys,4,Female,885
P886,Computers & Accessories,Linksys,5,Female&Male,886
P887,Computers & Accessories,Linksys,3,Female&Male,887
P888,Camera & Photo,Canon,5,Female,888
P889,Camera & Photo,Canon,5,Female,889
P890,Camera & Photo,Kodak,3,Female&Male,890
P891,Camera & Photo,Sony,3,Female,891
P892,Computers & Accessories,HP,5,Female,892
P893,Camera & Photo,Sony,5,Male,893
P894,Computers & Accessories,Linksys,5,Female&Male,894
P895,Camera & Photo,Sony,3,Male,895
P896,Camera & Photo,JVC,5,Female,896
P897,Television & Video,Sony,1,Male,897
P898,Camera & Photo,Sony,4,Male,898
P899,Camera & Photo,Vivitar,3,Female,899
P900,Camera & Photo,Sony,5,Male,900
P901,Computers & Accessories,Linksys,5,Female,901
P902,Computers & Accessories,Linksys,1,Female,902
P903,Camera & Photo,Sony,4,Male,903
P904,Camera & Photo,Sony,4,Male,904
P905,Camera & Photo,Canon,5,Female,905
P906,Computers & Accessories,Linksys,5,Female,906
P907,Camera & Photo,Sony,5,Female,907
P908,Camera & Photo,Vivitar,1,Female,908
P909,Camera & Photo,Sony,5,Male,909
P910,Camera & Photo,Canon,4,Female,910
P911,Camera & Photo,Sony,4,Male,911
P912,Camera & Photo,Sony,5,Male,912
P913,Camera & Photo,Sony,3,Male,913
P914,Camera & Photo,Sony,5,Female,914
P915,Computers & Accessories,Linksys,5,Female&Male,915
P916,Camera & Photo,Sony,5,Female,916
P917,Camera & Photo,Polaroid,4,Male,917
P918,Camera & Photo,Canon,4,Male,918
P919,Camera & Photo,Sony,4,Male,919
P920,Camera & Photo,Canon,4,Female,920
P921,Computers & Accessories,Linksys,4,Female,921
P922,Computers & Accessories,Linksys,1,Female,922
P923,Camera & Photo,JVC,1,Female,923
P924,Camera & Photo,Canon,5,Female,924
P925,Camera & Photo,Kodak,1,Female&Male,925
P926,Camera & Photo,Canon,5,Female,926
P927,Camera & Photo,Sony,5,Female,927
P928,Camera & Photo,Canon,5,Female,928
P929,Camera & Photo,Sony,5,Male,929
P930,Computers & Accessories,Linksys,2,Female&Male,930
P931,Camera & Photo,Canon,5,Female,931
P932,Camera & Photo,JVC,2,Female,932
P933,Computers & Accessories,Linksys,5,Female,933
P934,Camera & Photo,Nikon,5,Female,934
P935,Computers & Accessories,Linksys,5,Female&Male,935
P936,Computers & Accessories,Linksys,2,Female,936
P937,Camera & Photo,Sony,5,Female,937
P938,Camera & Photo,Sony,4,Male,938
P939,Camera & Photo,Canon,5,Female,939
P940,Camera & Photo,Kodak,5,Female&Male,940
P941,Camera & Photo,Sony,5,Female,941
P942,Camera & Photo,Canon,4,Female,942
P943,Camera & Photo,Sony,5,Female,943
P944,Camera & Photo,Sony,5,Female&Male,944
P945,Camera & Photo,Olympus,5,Female,945
P946,Camera & Photo,Sony,5,Male,946
P947,Camera & Photo,Olympus,4,Female,947
P948,Computers & Accessories,Linksys,1,Female,948
P949,Camera & Photo,Polaroid,3,Male,949
P950,Camera & Photo,Sony,5,Female,950
P951,Camera & Photo,Canon,3,Female,951
P952,Computers & Accessories,Linksys,1,Female,952
P953,Computers & Accessories,Linksys,2,Female,953
P954,Computers & Accessories,Linksys,5,Female&Male,954
P955,Computers & Accessories,Linksys,5,Female&Male,955
P956,Computers & Accessories,Linksys,5,Female,956
P957,Camera & Photo,Sony,5,Male,957
P958,Camera & Photo,Canon,2,Female,958
P959,Camera & Photo,Nikon,5,Female,959
P960,Camera & Photo,JVC,1,Female,960
P961,Camera & Photo,Canon,5,Female,961
P962,Camera & Photo,Canon,4,Female,962
P963,Camera & Photo,Sony,1,Female,963
P964,Camera & Photo,Sony,4,Female,964
P965,Camera & Photo,Fujifilm,5,Female,965
P966,Camera & Photo,Canon,4,Female,966
P967,Camera & Photo,Sony,5,Female,967
P968,Camera & Photo,Nikon,4,Female,968
P969,Camera & Photo,Canon,4,Female,969
P970,Computers & Accessories,Linksys,5,Female,970
P971,Camera & Photo,Olympus,3,Female,971
P972,Computers & Accessories,Linksys,4,Female,972
P973,Camera & Photo,Sony,5,Female,973
P974,Camera & Photo,Sony,5,Female,974
P975,Computers & Accessories,Sony,5,Female,975
P976,Camera & Photo,Canon,5,Female,976
P977,Camera & Photo,Canon,5,Female,977
P978,Camera & Photo,Canon,5,Female,978
P979,Computers & Accessories,Toshiba,5,Female,979
P980,Camera & Photo,Fujifilm,3,Female,980
P981,Camera & Photo,Nikon,4,Female,981
P982,Camera & Photo,Olympus,3,Female,982
P983,Camera & Photo,Canon,5,Male,983
P984,Camera & Photo,Sony,5,Male,984
P985,Camera & Photo,Nikon,5,Female,985
P986,Camera & Photo,Nikon,5,Female,986
P987,Camera & Photo,Fujifilm,5,Female,987
P988,Camera & Photo,Sony,5,Female,988
P989,Computers & Accessories,Linksys,5,Female&Male,989
P990,Camera & Photo,Sony,5,Male,990
P991,Camera & Photo,Nikon,5,Female,991
P992,Computers & Accessories,Linksys,3,Female&Male,992
P993,Camera & Photo,Nikon,5,Female,993
P994,Camera & Photo,Olympus,5,Female,994
P995,Camera & Photo,Canon,5,Female,995
P996,Camera & Photo,Sony,5,Female,996
P997,Computers & Accessories,Linksys,4,Female&Male,997
P998,Computers & Accessories,Linksys,1,Female,998
P999,Camera & Photo,Kodak,3,Female&Male,999
P1000,Camera & Photo,Canon,1,Female,1000
P1001,Camera & Photo,Nikon,5,Female,1001
P1002,Camera & Photo,Sony,2,Female,1002
P1003,Camera & Photo,Kodak,4,Female&Male,1003
P1004,Camera & Photo,Olympus,5,Female,1004
P1005,Camera & Photo,Toshiba,5,Female,1005
P1006,Camera & Photo,Olympus,1,Female,1006
P1007,Camera & Photo,Olympus,5,Female,1007
P1008,Computers & Accessories,Linksys,1,Female&Male,1008
P1009,Camera & Photo,Sony,4,Male,1009
P1010,Computers & Accessories,Linksys,5,Female,1010
P1011,Camera & Photo,Olympus,2,Female,1011
P1012,Camera & Photo,Olympus,2,Female,1012
P1013,Camera & Photo,Olympus,3,Female,1013
P1014,Camera & Photo,Sony,5,Female,1014
P1015,Camera & Photo,Canon,5,Female,1015
P1016,Camera & Photo,Sony,4,Male,1016
P1017,Camera & Photo,Sony,5,Male,1017
P1018,Camera & Photo,Sony,5,Male,1018
P1019,Computers & Accessories,Linksys,5,Female&Male,1019
P1020,Camera & Photo,Canon,5,Female,1020
P1021,Computers & Accessories,Linksys,1,Female,1021
P1022,Camera & Photo,Canon,5,Female,1022
P1023,Camera & Photo,Olympus,4,Female,1023
P1024,Camera & Photo,Sony,4,Female,1024
P1025,Camera & Photo,Sony,1,Male,1025
P1026,Camera & Photo,Sony,5,Female,1026
P1027,Camera & Photo,Canon,5,Female,1027
P1028,Computers & Accessories,Sony,4,Female,1028
P1029,Camera & Photo,Sony,5,Male,1029
P1030,Computers & Accessories,Linksys,3,Female&Male,1030
P1031,Camera & Photo,Canon,5,Female,1031
P1032,Camera & Photo,Nikon,5,Female,1032
P1033,Camera & Photo,Canon,4,Female,1033
P1034,Camera & Photo,Canon,5,Female,1034
P1035,Camera & Photo,Panasonic,5,Female,1035
P1036,Camera & Photo,Canon,3,Female,1036
P1037,Camera & Photo,Olympus,5,Female,1037
P1038,Camera & Photo,Canon,5,Female,1038
P1039,Camera & Photo,Nikon,4,Female,1039
P1040,Camera & Photo,JVC,5,Female,1040
P1041,Computers & Accessories,Toshiba,5,Female,1041
P1042,Computers & Accessories,Linksys,5,Female,1042
P1043,Computers & Accessories,Linksys,1,Female&Male,1043
P1044,Camera & Photo,Olympus,4,Female,1044
P1045,Computers & Accessories,Linksys,1,Female,1045
P1046,Computers & Accessories,Linksys,4,Female,1046
P1047,Camera & Photo,Kodak,5,Female&Male,1047
P1048,Camera & Photo,Sony,2,Female,1048
P1049,Camera & Photo,Canon,4,Female,1049
P1050,Computers & Accessories,Linksys,1,Female,1050
P1051,Camera & Photo,Sony,5,Male,1051
P1052,Camera & Photo,Olympus,3,Female,1052
P1053,Camera & Photo,Olympus,5,Female,1053
P1054,Camera & Photo,Canon,5,Female,1054
P1055,Camera & Photo,Sony,4,Female,1055
P1056,Camera & Photo,Olympus,4,Female,1056
P1057,Camera & Photo,Olympus,4,Female,1057
P1058,Camera & Photo,Olympus,1,Female,1058
P1059,Camera & Photo,Sony,5,Male,1059
P1060,Computers & Accessories,Toshiba,5,Female,1060
P1061,Computers & Accessories,Linksys,4,Female&Male,1061
P1062,Camera & Photo,Sony,1,Female,1062
P1063,Camera & Photo,Olympus,5,Female,1063
P1064,Camera & Photo,Toshiba,5,Female,1064
P1065,Camera & Photo,Canon,4,Female,1065
P1066,Camera & Photo,Sony,5,Male,1066
P1067,Camera & Photo,Sony,5,Female,1067
P1068,Camera & Photo,Olympus,4,Female,1068
P1069,Camera & Photo,Olympus,1,Female,1069
P1070,Computers & Accessories,Linksys,1,Female&Male,1070
P1071,Camera & Photo,Olympus,4,Female,1071
P1072,Camera & Photo,Kodak,1,Female&Male,1072
P1073,Camera & Photo,Canon,5,Male,1073
P1074,Camera & Photo,Olympus,4,Female,1074
P1075,Camera & Photo,Sony,4,Male,1075
P1076,Computers & Accessories,Toshiba,5,Female,1076
P1077,Camera & Photo,Olympus,5,Female,1077
